classe,survivant,nom,sexe,age,prix,embarquement

1,1,Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake),female,58,512.33,C

1,0,Carlsson, Mr. Frans Olof,male,33,5,S

1,0,Carrau, Mr. Francisco M,male,28,47.1,S

1,0,Carrau, Mr. Jose Pedro,male,17,47.1,S

1,1,Carter, Master. William Thornton II,male,11,120,S

1,1,Carter, Miss. Lucile Polk,female,14,120,S

1,1,Carter, Mr. William Ernest,male,36,120,S

1,1,Carter, Mrs. William Ernest (Lucile Polk),female,36,120,S

1,0,Case, Mr. Howard Brown,male,49,26,S

1,1,Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick),female,36,27.72,C

1,0,Cavendish, Mr. Tyrell William,male,36,78.85,S

1,1,Cavendish, Mrs. Tyrell William (Julia Florence Siegel),female,76,78.85,S

1,0,Chaffee, Mr. Herbert Fuller,male,46,61.18,S

1,1,Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood),female,47,61.18,S

1,1,Chambers, Mr. Norman Campbell,male,27,53.1,S

1,1,Chambers, Mrs. Norman Campbell (Bertha Griggs),female,33,53.1,S

1,1,Chaudanson, Miss. Victorine,female,36,262.38,C

1,1,Cherry, Miss. Gladys,female,30,86.5,S

1,1,Chevre, Mr. Paul Romaine,male,45,29.7,C

1,1,Chibnall, Mrs. (Edith Martha Bowerman),female,48,55,S

1,0,Chisholm, Mr. Roderick Robert Crispin,male,40,0,S

1,0,Clark, Mr. Walter Miller,male,27,136.78,C

1,1,Clark, Mrs. Walter Miller (Virginia McDowell),female,26,136.78,C

1,1,Cleaver, Miss. Alice,female,22,151.55,S

1,0,Clifford, Mr. George Quincy,male,40,52,S

1,0,Colley, Mr. Edward Pomeroy,male,47,25.59,S

1,1,Compton, Miss. Sara Rebecca,female,39,83.16,C

1,0,Compton, Mr. Alexander Taylor Jr,male,37,83.16,C

1,1,Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll),female,64,83.16,C

1,1,Cornell, Mrs. Robert Clifford (Malvina Helen Lamson),female,55,25.7,S

1,0,Crafton, Mr. John Bertram,male,59,26.55,S

1,0,Crosby, Capt. Edward Gifford,male,70,71,S

1,1,Crosby, Miss. Harriet R,female,36,71,S

1,1,Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead),female,64,26.55,S

1,0,Cumings, Mr. John Bradley,male,39,71.28,C

1,1,Cumings, Mrs. John Bradley (Florence Briggs Thayer),female,38,71.28,C

1,1,Daly, Mr. Peter Denis ,male,51,26.55,S

1,1,Daniel, Mr. Robert Williams,male,27,30.5,S

1,1,Daniels, Miss. Sarah,female,33,151.55,S

1,0,Davidson, Mr. Thornton,male,31,52,S

1,1,Davidson, Mrs. Thornton (Orian Hays),female,27,52,S

1,1,Dick, Mr. Albert Adrian,male,31,57,S

1,1,Dick, Mrs. Albert Adrian (Vera Gillespie),female,17,57,S

1,1,Dodge, Dr. Washington,male,53,81.86,S

1,1,Dodge, Master. Washington,male,4,81.86,S

1,1,Dodge, Mrs. Washington (Ruth Vidaver),female,54,81.86,S

1,0,Douglas, Mr. Walter Donald,male,50,106.43,C

1,1,Douglas, Mrs. Frederick Charles (Mary Helene Baxter),female,27,247.52,C

1,1,Douglas, Mrs. Walter Donald (Mahala Dutton),female,48,106.43,C

1,1,Duff Gordon, Lady. (Lucille Christiana Sutherland) (Mrs Morgan),female,48,39.6,C

1,1,Duff Gordon, Sir. Cosmo Edmund (Mr Morgan),male,49,56.93,C

1,0,Dulles, Mr. William Crothers,male,39,29.7,C

1,1,Earnshaw, Mrs. Boulton (Olive Potter),female,23,83.16,C

1,1,Endres, Miss. Caroline Louise,female,38,227.53,C

1,1,Eustis, Miss. Elizabeth Mussey,female,54,78.27,C

1,0,Evans, Miss. Edith Corse,female,36,31.68,C

1,0,Farthing, Mr. John,male,57,221.78,S

1,1,Flegenheim, Mrs. Alfred (Antoinette),female,48,31.68,S

1,1,Fleming, Miss. Margaret,female,42,110.88,C

1,1,Flynn, Mr. John Irwin (Irving),male,36,26.39,S

1,0,Foreman, Mr. Benjamin Laventall,male,30,27.75,C

1,1,Fortune, Miss. Alice Elizabeth,female,24,263,S

1,1,Fortune, Miss. Ethel Flora,female,28,263,S

1,1,Fortune, Miss. Mabel Helen,female,23,263,S

1,0,Fortune, Mr. Charles Alexander,male,19,263,S

1,0,Fortune, Mr. Mark,male,64,263,S

1,1,Fortune, Mrs. Mark (Mary McDougald),female,60,263,S

1,1,Francatelli, Miss. Laura Mabel,female,30,56.93,C

1,0,Franklin, Mr. Thomas Parham,male,37,26.55,S

1,1,Frauenthal, Dr. Henry William,male,50,133.65,S

1,1,Frauenthal, Mr. Isaac Gerald,male,43,27.72,C

1,1,Frauenthal, Mrs. Henry William (Clara Heinsheimer),female,42,133.65,S

1,1,Frolicher, Miss. Hedwig Margaritha,female,22,49.5,C

1,1,Frolicher-Stehli, Mr. Maxmillian,male,60,79.2,C

1,1,Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli),female,48,79.2,C

1,0,Fry, Mr. Richard,male,39,0,S

1,0,Futrelle, Mr. Jacques Heath,male,37,53.1,S

1,1,Futrelle, Mrs. Jacques Heath (Lily May Peel),female,35,53.1,S

1,0,Gee, Mr. Arthur H,male,47,38.5,S

1,1,Geiger, Miss. Amalie,female,35,211.5,C

1,1,Gibson, Miss. Dorothy Winifred,female,22,59.4,C

1,1,Gibson, Mrs. Leonard (Pauline C Boeson),female,45,59.4,C

1,0,Giglio, Mr. Victor,male,24,79.2,C

1,1,Goldenberg, Mr. Samuel L,male,49,89.1,C

1,1,Goldenberg, Mrs. Samuel L (Edwiga Grabowska),female,40,89.1,C

1,0,Goldschmidt, Mr. George B,male,71,34.65,C

1,1,Gracie, Col. Archibald IV,male,53,28.5,C

1,1,Graham, Miss. Margaret Edith,female,19,30,S

1,0,Graham, Mr. George Edward,male,38,153.46,S

1,1,Graham, Mrs. William Thompson (Edith Junkins),female,58,153.46,S

1,1,Greenfield, Mr. William Bertram,male,23,63.36,C

1,1,Greenfield, Mrs. Leo David (Blanche Strouse),female,45,63.36,C

1,0,Guggenheim, Mr. Benjamin,male,46,79.2,C

1,1,Harder, Mr. George Achilles,male,25,55.44,C

1,1,Harder, Mrs. George Achilles (Dorothy Annan),female,25,55.44,C

1,1,Harper, Mr. Henry Sleeper,male,48,76.73,C

1,1,Harper, Mrs. Henry Sleeper (Myna Haxtun),female,49,76.73,C

1,0,Harrington, Mr. Charles H,male,37,42.4,S

1,0,Harris, Mr. Henry Birkhardt,male,45,83.48,S

1,1,Harris, Mrs. Henry Birkhardt (Irene Wallach),female,35,83.48,S

1,0,Harrison, Mr. William,male,40,0,S

1,1,Hassab, Mr. Hammad,male,27,76.73,C

1,1,Hawksford, Mr. Walter James,male,45,30,S

1,1,Hays, Miss. Margaret Bechstein,female,24,83.16,C

1,0,Hays, Mr. Charles Melville,male,55,93.5,S

1,1,Hays, Mrs. Charles Melville (Clara Jennings Gregg),female,52,93.5,S

1,0,Head, Mr. Christopher,male,42,42.5,S

1,0,Hilliard, Mr. Herbert Henry,male,44,51.86,S

1,0,Hipkins, Mr. William Edward,male,55,50,S

1,1,Hippach, Miss. Jean Gertrude,female,16,57.98,C

1,1,Hippach, Mrs. Louis Albert (Ida Sophia Fischer),female,44,57.98,C

1,1,Hogeboom, Mrs. John C (Anna Andrews),female,51,77.96,S

1,0,Holverson, Mr. Alexander Oskar,male,42,52,S

1,1,Holverson, Mrs. Alexander Oskar (Mary Aline Towner),female,35,52,S

1,1,Homer, Mr. Harry (Mr E Haven),male,35,26.55,C

1,1,Hoyt, Mr. Frederick Maxfield,male,38,90,S

1,0,Hoyt, Mr. William Fisher,male,42,30.7,C

1,1,Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby),female,35,90,S

1,1,Icard, Miss. Amelie,female,38,80,S

1,0,Isham, Miss. Ann Elizabeth,female,50,28.71,C

1,1,Ismay, Mr. Joseph Bruce,male,49,0,S

1,0,Jones, Mr. Charles Cresson,male,46,26,S

1,0,Julian, Mr. Henry Forbes,male,50,26,S

1,0,Keeping, Mr. Edwin,male,33,211.5,C

1,0,Kent, Mr. Edward Austin,male,58,29.7,C

1,0,Kenyon, Mr. Frederick R,male,41,51.86,S

1,1,Kenyon, Mrs. Frederick R (Marion),female,31,51.86,S

1,1,Kimball, Mr. Edwin Nelson Jr,male,42,52.55,S

1,1,Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons),female,45,52.55,S

1,0,Klaber, Mr. Herman,male,45,26.55,S

1,1,Kreuchen, Miss. Emilie,female,39,211.34,S

1,1,Leader, Dr. Alice (Farnham),female,49,25.93,S

1,1,LeRoy, Miss. Bertha,female,30,106.43,C

1,1,Lesurer, Mr. Gustave J,male,35,512.33,C

1,0,Lewy, Mr. Ervin G,male,31,27.72,C

1,0,Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey),male,42,26.55,S

1,1,Lindstrom, Mrs. Carl Johan (Sigrid Posse),female,55,27.72,C

1,1,Lines, Miss. Mary Conover,female,16,39.4,S

1,1,Lines, Mrs. Ernest H (Elizabeth Lindsey James),female,51,39.4,S

1,0,Long, Mr. Milton Clyde,male,29,30,S

1,1,Longley, Miss. Gretchen Fiske,female,21,77.96,S

1,0,Loring, Mr. Joseph Holland,male,30,45.5,S

1,1,Lurette, Miss. Elise,female,58,146.52,C

1,1,Madill, Miss. Georgette Alexandra,female,15,211.34,S

1,0,Maguire, Mr. John Edward,male,30,26,S

1,1,Maioni, Miss. Roberta,female,16,86.5,S

1,1,Marechal, Mr. Pierre,male,28,29.7,C

1,0,Marvin, Mr. Daniel Warner,male,19,53.1,S

1,1,Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson),female,18,53.1,S

1,1,Mayne, Mlle. Berthe Antonine (Mrs de Villiers),female,24,49.5,C

1,0,McCaffry, Mr. Thomas Francis,male,46,75.24,C

1,0,McCarthy, Mr. Timothy J,male,54,51.86,S

1,1,McGough, Mr. James Robert,male,36,26.29,S

1,0,Meyer, Mr. Edgar Joseph,male,28,82.17,C

1,1,Meyer, Mrs. Edgar Joseph (Leila Saks),female,25,82.17,C

1,0,Millet, Mr. Francis Davis,male,65,26.55,S

1,0,Minahan, Dr. William Edward,male,44,90,Q

1,1,Minahan, Miss. Daisy E,female,33,90,Q

1,1,Minahan, Mrs. William Edward (Lillian E Thorpe),female,37,90,Q

1,1,Mock, Mr. Philipp Edmund,male,30,57.75,C

1,0,Molson, Mr. Harry Markland,male,55,30.5,S

1,0,Moore, Mr. Clarence Bloomfield,male,47,42.4,S

1,0,Natsch, Mr. Charles H,male,37,29.7,C

1,1,Newell, Miss. Madeleine,female,31,113.28,C

1,1,Newell, Miss. Marjorie,female,23,113.28,C

1,0,Newell, Mr. Arthur Webster,male,58,113.28,C

1,1,Newsom, Miss. Helen Monypeny,female,19,26.28,S

1,0,Nicholson, Mr. Arthur Ernest,male,64,26,S

1,1,Oliva y Ocana, Dona. Fermina,female,39,108.9,C

1,1,Omont, Mr. Alfred Fernand,male,29,25.74,C

1,1,Ostby, Miss. Helene Ragnhild,female,22,61.98,C

1,0,Ostby, Mr. Engelhart Cornelius,male,65,61.98,C

1,0,Ovies y Rodriguez, Mr. Servando,male,29,27.72,C

1,0,Parr, Mr. William Henry Marsh,male,29,0,S

1,0,Partner, Mr. Austen,male,46,28.5,S

1,0,Payne, Mr. Vivian Ponsonby,male,23,93.5,S

1,0,Pears, Mr. Thomas Clinton,male,29,66.6,S

1,1,Pears, Mrs. Thomas (Edith Wearne),female,22,66.6,S

1,0,Penasco y Castellana, Mr. Victor de Satode,male,18,108.9,C

1,1,Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo),female,17,108.9,C

1,1,Perreault, Miss. Anne,female,30,93.5,S

1,1,Peuchen, Major. Arthur Godfrey,male,52,30.5,S

1,0,Porter, Mr. Walter Chamberlain,male,47,52,S

1,1,Potter, Mrs. Thomas Jr (Lily Alexenia Wilson),female,56,83.16,C

1,0,Reuchlin, Jonkheer. John George,male,38,0,S

1,1,Rheims, Mr. George Alexander Lucien,male,36,39.6,S

1,0,Ringhini, Mr. Sante,male,22,135.63,C

1,0,Robbins, Mr. Victor,male,45,227.53,C

1,1,Robert, Mrs. Edward Scott (Elisabeth Walton McMillan),female,43,211.34,S

1,0,Roebling, Mr. Washington Augustus II,male,31,50.5,S

1,1,Romaine, Mr. Charles Hallace (Mr C Rolmane),male,45,26.55,S

1,0,Rood, Mr. Hugh Roscoe,male,38,50,S

1,1,Rosenbaum, Miss. Edith Louise,female,33,27.72,C

1,0,Rosenshine, Mr. George (Mr George Thorne),male,46,79.2,C

1,0,Ross, Mr. John Hugo,male,36,40.13,C

1,1,Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards),female,33,86.5,S

1,0,Rothschild, Mr. Martin,male,55,59.4,C

1,1,Rothschild, Mrs. Martin (Elizabeth L. Barrett),female,54,59.4,C

1,0,Rowe, Mr. Alfred G,male,33,26.55,S

1,1,Ryerson, Master. John Borie,male,13,262.38,C

1,1,Ryerson, Miss. Emily Borie,female,18,262.38,C

1,1,Ryerson, Miss. Susan Parker Suzette,female,21,262.38,C

1,0,Ryerson, Mr. Arthur Larned,male,61,262.38,C

1,1,Ryerson, Mrs. Arthur Larned (Emily Maria Borie),female,48,262.38,C

1,1,Saalfeld, Mr. Adolphe,male,47,30.5,S

1,1,Sagesser, Mlle. Emma,female,24,69.3,C

1,1,Salomon, Mr. Abraham L,male,43,26,S

1,1,Schabert, Mrs. Paul (Emma Mock),female,35,57.75,C

1,1,Serepeca, Miss. Augusta,female,30,31,C

1,1,Seward, Mr. Frederic Kimber,male,34,26.55,S

1,1,Shutes, Miss. Elizabeth W,female,40,153.46,S

1,1,Silverthorne, Mr. Spencer Victor,male,35,26.29,S

1,0,Silvey, Mr. William Baird,male,50,55.9,S

1,1,Silvey, Mrs. William Baird (Alice Munger),female,39,55.9,S

1,1,Simonius-Blumer, Col. Oberst Alfons,male,56,35.5,C

1,1,Sloper, Mr. William Thompson,male,28,35.5,S

1,0,Smart, Mr. John Montgomery,male,56,26.55,S

1,0,Smith, Mr. James Clinch,male,56,30.7,C

1,0,Smith, Mr. Lucien Philip,male,24,60,S

1,0,Smith, Mr. Richard William,male,57,26,S

1,1,Smith, Mrs. Lucien Philip (Mary Eloise Hughes),female,18,60,S

1,1,Snyder, Mr. John Pillsbury,male,24,82.27,S

1,1,Snyder, Mrs. John Pillsbury (Nelle Stevenson),female,23,82.27,S

1,1,Spedden, Master. Robert Douglas,male,6,134.5,C

1,1,Spedden, Mr. Frederic Oakley,male,45,134.5,C

1,1,Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone),female,40,134.5,C

1,0,Spencer, Mr. William Augustus,male,57,146.52,C

1,1,Spencer, Mrs. William Augustus (Marie Eugenie),female,45,146.52,C

1,1,Stahelin-Maeglin, Dr. Max,male,32,30.5,C

1,0,Stead, Mr. William Thomas,male,62,26.55,S

1,1,Stengel, Mr. Charles Emil Henry,male,54,55.44,C

1,1,Stengel, Mrs. Charles Emil Henry (Annie May Morris),female,43,55.44,C

1,1,Stephenson, Mrs. Walter Bertram (Martha Eustis),female,52,78.27,C

1,0,Stewart, Mr. Albert A,male,54,27.72,C

1,1,Stone, Mrs. George Nelson (Martha Evelyn),female,62,80,S

1,0,Straus, Mr. Isidor,male,67,221.78,S

1,0,Straus, Mrs. Isidor (Rosalie Ida Blun),female,63,221.78,S

1,0,Sutton, Mr. Frederick,male,61,32.32,S

1,1,Swift, Mrs. Frederick Joel (Margaret Welles Barron),female,48,25.93,S

1,1,Taussig, Miss. Ruth,female,18,79.65,S

1,0,Taussig, Mr. Emil,male,52,79.65,S

1,1,Taussig, Mrs. Emil (Tillie Mandelbaum),female,39,79.65,S

1,1,Taylor, Mr. Elmer Zebley,male,48,52,S

1,1,Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright),female,48,52,S

1,0,Thayer, Mr. John Borland,male,49,110.88,C

1,1,Thayer, Mr. John Borland Jr,male,17,110.88,C

1,1,Thayer, Mrs. John Borland (Marian Longstreth Morris),female,39,110.88,C

1,1,Thorne, Mrs. Gertrude Maybelle,female,37,79.2,C

1,1,Tucker, Mr. Gilbert Milligan Jr,male,31,28.54,C

1,0,Uruchurtu, Don. Manuel E,male,40,27.72,C

1,0,Van der hoef, Mr. Wyckoff,male,61,33.5,S

1,0,Walker, Mr. William Anderson,male,47,34.02,S

1,1,Ward, Miss. Anna,female,35,512.33,C

1,0,Warren, Mr. Frank Manley,male,64,75.25,C

1,1,Warren, Mrs. Frank Manley (Anna Sophia Atkinson),female,60,75.25,C

1,0,Weir, Col. John,male,60,26.55,S

1,0,White, Mr. Percival Wayland,male,54,77.29,S

1,0,White, Mr. Richard Frasar,male,21,77.29,S

1,1,White, Mrs. John Stuart (Ella Holmes),female,55,135.63,C

1,1,Wick, Miss. Mary Natalie,female,31,164.87,S

1,0,Wick, Mr. George Dennick,male,57,164.87,S

1,1,Wick, Mrs. George Dennick (Mary Hitchcock),female,45,164.87,S

1,0,Widener, Mr. George Dunton,male,50,211.5,C

1,0,Widener, Mr. Harry Elkins,male,27,211.5,C

1,1,Widener, Mrs. George Dunton (Eleanor Elkins),female,50,211.5,C

1,1,Willard, Miss. Constance,female,21,26.55,S

1,0,Williams, Mr. Charles Duane,male,51,61.38,C

1,1,Williams, Mr. Richard Norris II,male,21,61.38,C

1,0,Williams-Lambert, Mr. Fletcher Fellows,male,43,35,S

1,1,Wilson, Miss. Helen Alice,female,31,134.5,C

1,1,Woolner, Mr. Hugh,male,45,35.5,S

1,0,Wright, Mr. George,male,62,26.55,S

1,1,Young, Miss. Marie Grice,female,36,135.63,C

2,0,Abelson, Mr. Samuel,male,30,24,C

2,1,Abelson, Mrs. Samuel (Hannah Wizosky),female,28,24,C

2,0,Aldworth, Mr. Charles Augustus,male,30,13,S

2,0,Andrew, Mr. Edgardo Samuel,male,18,11.5,S

2,0,Andrew, Mr. Frank Thomas,male,25,10.5,S

2,0,Angle, Mr. William A,male,34,26,S

2,1,Angle, Mrs. William A (Florence Mary Agnes Hughes),female,36,26,S

2,0,Ashby, Mr. John,male,57,13,S

2,0,Bailey, Mr. Percy Andrew,male,18,11.5,S

2,0,Baimbrigge, Mr. Charles Robert,male,23,10.5,S

2,1,Ball, Mrs. (Ada E Hall),female,36,13,S

2,0,Banfield, Mr. Frederick James,male,28,10.5,S

2,0,Bateman, Rev. Robert James,male,51,12.53,S

2,1,Beane, Mr. Edward,male,32,26,S

2,1,Beane, Mrs. Edward (Ethel Clarke),female,19,26,S

2,0,Beauchamp, Mr. Henry James,male,28,26,S

2,1,Becker, Master. Richard F,male,1,39,S

2,1,Becker, Miss. Marion Louise,female,4,39,S

2,1,Becker, Miss. Ruth Elizabeth,female,12,39,S

2,1,Becker, Mrs. Allen Oliver (Nellie E Baumgardner),female,36,39,S

2,1,Beesley, Mr. Lawrence,male,34,13,S

2,1,Bentham, Miss. Lilian W,female,19,13,S

2,0,Berriman, Mr. William John,male,23,13,S

2,0,Botsford, Mr. William Hull,male,26,13,S

2,0,Bowenur, Mr. Solomon,male,42,13,S

2,0,Bracken, Mr. James H,male,27,13,S

2,1,Brown, Miss. Amelia Mildred,female,24,13,S

2,1,Brown, Miss. Edith Eileen,female,15,39,S

2,0,Brown, Mr. Thomas William Solomon,male,60,39,S

2,1,Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford),female,40,39,S

2,1,Bryhl, Miss. Dagmar Jenny Ingeborg ,female,20,26,S

2,0,Bryhl, Mr. Kurt Arnold Gottfrid,male,25,26,S

2,1,Buss, Miss. Kate,female,36,13,S

2,0,Butler, Mr. Reginald Fenton,male,25,13,S

2,0,Byles, Rev. Thomas Roussel Davids,male,42,13,S

2,1,Bystrom, Mrs. (Karolina),female,42,13,S

2,1,Caldwell, Master. Alden Gates,male,1,29,S

2,1,Caldwell, Mr. Albert Francis,male,26,29,S

2,1,Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh),female,22,29,S

2,1,Cameron, Miss. Clear Annie,female,35,21,S

2,0,Campbell, Mr. William,male,21,0,S

2,0,Carbines, Mr. William,male,19,13,S

2,0,Carter, Mrs. Ernest Courtenay (Lilian Hughes),female,44,26,S

2,0,Carter, Rev. Ernest Courtenay,male,54,26,S

2,0,Chapman, Mr. Charles Henry,male,52,13.5,S

2,0,Chapman, Mr. John Henry,male,37,26,S

2,0,Chapman, Mrs. John Henry (Sara Elizabeth Lawry),female,29,26,S

2,1,Christy, Miss. Julie Rachel,female,25,30,S

2,1,Christy, Mrs. (Alice Frances),female,45,30,S

2,0,Clarke, Mr. Charles Valentine,male,29,26,S

2,1,Clarke, Mrs. Charles V (Ada Maria Winfield),female,28,26,S

2,0,Coleridge, Mr. Reginald Charles,male,29,10.5,S

2,0,Collander, Mr. Erik Gustaf,male,28,13,S

2,1,Collett, Mr. Sidney C Stuart,male,24,10.5,S

2,1,Collyer, Miss. Marjorie Lottie,female,8,26.25,S

2,0,Collyer, Mr. Harvey,male,31,26.25,S

2,1,Collyer, Mrs. Harvey (Charlotte Annie Tate),female,31,26.25,S

2,1,Cook, Mrs. (Selena Rogers),female,22,10.5,S

2,0,Corbett, Mrs. Walter H (Irene Colvin),female,30,13,S

2,0,Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller),female,30,21,S

2,0,Cotterill, Mr. Henry Harry,male,20,11.5,S

2,0,Cunningham, Mr. Alfred Fleming,male,21,0,S

2,1,Davies, Master. John Morgan Jr,male,8,36.75,S

2,0,Davies, Mr. Charles Henry,male,18,73.5,S

2,1,Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ,female,48,36.75,S

2,1,Davis, Miss. Mary,female,28,13,S

2,0,de Brito, Mr. Jose Joaquim,male,32,13,S

2,0,Deacon, Mr. Percy William,male,17,73.5,S

2,0,del Carlo, Mr. Sebastiano,male,29,27.72,C

2,1,del Carlo, Mrs. Sebastiano (Argenia Genovesi),female,24,27.72,C

2,0,Denbury, Mr. Herbert,male,25,31.5,S

2,0,Dibden, Mr. William,male,18,73.5,S

2,1,Doling, Miss. Elsie,female,18,23,S

2,1,Doling, Mrs. John T (Ada Julia Bone),female,34,23,S

2,0,Downton, Mr. William James,male,54,26,S

2,1,Drew, Master. Marshall Brines,male,8,32.5,S

2,0,Drew, Mr. James Vivian,male,42,32.5,S

2,1,Drew, Mrs. James Vivian (Lulu Thorne Christian),female,34,32.5,S

2,1,Duran y More, Miss. Asuncion,female,27,13.86,C

2,1,Duran y More, Miss. Florentina,female,30,13.86,C

2,0,Eitemiller, Mr. George Floyd,male,23,13,S

2,0,Enander, Mr. Ingvar,male,21,13,S

2,0,Fahlstrom, Mr. Arne Jonas,male,18,13,S

2,0,Faunthorpe, Mr. Harry,male,40,26,S

2,1,Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson),female,29,26,S

2,0,Fillbrook, Mr. Joseph Charles,male,18,10.5,S

2,0,Fox, Mr. Stanley Hubert,male,36,13,S

2,0,Frost, Mr. Anthony Wood Archie,male,37,0,S

2,0,Funk, Miss. Annie Clemmer,female,38,13,S

2,0,Fynney, Mr. Joseph J,male,35,26,S

2,0,Gale, Mr. Harry,male,38,21,S

2,0,Gale, Mr. Shadrach,male,34,21,S

2,1,Garside, Miss. Ethel,female,34,13,S

2,0,Gaskell, Mr. Alfred,male,16,26,S

2,0,Gavey, Mr. Lawrence,male,26,10.5,S

2,0,Gilbert, Mr. William,male,47,10.5,S

